Corriente (A),Diámetro (mm),Resistencia Cobre (Ohm),Pérdidas Cobre (W),Resistencia Aluminio (Ohm),Pérdidas Aluminio (W),Resistencia Oro (Ohm),Pérdidas Oro (W)
50,10.0,0.21899720169444797,547.49300423612,0.35396059343637526,884.9014835909381,0.2928450952890874,732.1127382227186
50,10.404040404040405,0.20231799168699066,505.7949792174767,0.3270023354010663,817.5058385026658,0.2705415005116736,676.3537512791839
50,10.808080808080808,0.1874741526602572,468.68538165064297,0.3030105490671599,757.5263726678998,0.25069218088290207,626.7304522072552
50,11.212121212121211,0.1742059551828005,435.51488795700124,0.2815654391908055,703.9135979770138,0.23294982379095416,582.3745594773854
50,11.616161616161616,0.1622980396073561,405.7450990183902,0.262318924481657,655.7973112041425,0.21702644831216222,542.5661207804055
50,12.02020202020202,0.1515706216938976,378.926554234744,0.2449804234354857,612.4510585887143,0.20268164528835148,506.7041132208787
50,12.424242424242424,0.1418726666539285,354.6816666348213,0.22930582168483796,573.2645542120949,0.18971344959536954,474.28362398842387
50,12.828282828282827,0.13307654372913913,332.6913593228478,0.21508883230639933,537.7220807659983,0.17795119219594188,444.8779804898547
50,13.232323232323232,0.12507380536141743,312.6845134035436,0.2021541737818259,505.38543445456475,0.1672498560065466,418.12464001636647
50,13.636363636363637,0.11777182846679202,294.42957116698005,0.19035214135911735,475.8803533977934,0.15748558457768702,393.71396144421755
50,14.04040404040404,0.11109112229218386,277.72780573045964,0.1795542557978321,448.88563949458023,0.14855208213489704,371.3802053372426
50,14.444444444444445,0.10496315584171768,262.4078896042942,0.1696497518837065,424.1243797092663,0.14035770839299458,350.89427098248643
50,14.84848484848485,0.09932859335495786,248.32148338739466,0.16054272646905982,401.35681617264953,0.1328231190211646,332.0577975529115
50,15.252525252525254,0.09413585254187466,235.33963135468665,0.15214980817814627,380.3745204453657,0.12587933770134405,314.6983442533601
50,15.656565656565657,0.08933991982548532,223.3497995637133,0.14439824250863328,360.9956062715832,0.11946617185966062,298.6654296491515
50,16.06060606060606,0.08490137153622423,212.2534288405606,0.1372243098085485,343.06077452137123,0.1135309037984394,283.8272594960985
50,16.464646464646467,0.08078556113543167,201.96390283857917,0.13057201160261633,326.43002900654085,0.1080272038438912,270.068009609728
50,16.86868686868687,0.07696194104511758,192.40485261279395,0.12439197447989937,310.9799361997484,0.10291422349056423,257.28555872641056
50,17.272727272727273,0.07340349419675403,183.50873549188506,0.11864053131800945,296.6013282950236,0.09815583526310133,245.3895881577533
50,17.676767676767675,0.07008625547125827,175.21563867814567,0.11327894779656862,283.19736949142157,0.09371999278133375,234.29998195333437
50,18.08080808080808,0.06698890714419914,167.47226786049785,0.10827276852376376,270.6819213094094,0.08957818978584771,223.94547446461928
50,18.484848484848484,0.06409243554024557,160.23108885061393,0.10359126209411787,258.97815523529465,0.08570500101311909,214.26250253279773
50,18.88888888888889,0.061379838537198216,153.44959634299553,0.09920694833337854,248.01737083344634,0.08207769106718367,205.19422766795918
50,19.29292929292929,0.058835875491551344,147.08968872887837,0.09509519410843766,237.73798527109415,0.07867588001777216,196.6897000444304
50,19.6969696969697,0.056446852697101486,141.1171317427537,0.09123386656857102,228.08466642142756,0.07548125651356595,188.70314128391487
50,20.1010101010101,0.05420043872142838,135.50109680357096,0.08760303467765751,219.00758669414378,0.07247733084842167,181.19332712105418
50,20.505050505050505,0.05208550495783165,130.21376239457913,0.08418471150161164,210.4617787540291,0.06964922174593768,174.12305436484422
50,20.909090909090914,0.05009198753313458,125.22996883283646,0.08096263101285707,202.40657753214268,0.06698347170128462,167.45867925321153
50,21.31313131313131,0.04821076736387962,120.52691840969905,0.07792205422766592,194.8051355691648,0.06446788659123438,161.16971647808595
50,21.71717171717172,0.04643356568539284,116.0839142134821,0.07504960035197217,187.6240008799304,0.06209139597465323,155.22848993663305
50,22.12121212121212,0.04475285281389638,111.88213203474095,0.07233309931548369,180.83274828870924,0.05984393108834982,149.60982772087453
50,22.525252525252526,0.043161768260115516,107.90442065028878,0.06976146265297742,174.40365663244356,0.0577163180222475,144.29079505561876
50,22.92929292929293,0.041654050608536636,104.13512652134159,0.06732457016961155,168.31142542402887,0.055700183953275736,139.25045988318934
50,23.333333333333332,0.040223975821429225,100.55993955357306,0.06501317022300772,162.5329255575193,0.05378787464493444,134.4696866123361
50,23.737373737373737,0.03886630283037184,97.16575707592959,0.0628187917839731,157.04697945993274,0.0519723816917763,129.93095422944074
50,24.141414141414145,0.03757622544786128,93.9405636196532,0.06073366671224092,151.8341667806023,0.050247278215163345,125.61819553790836
50,24.545454545454543,0.03634932977370125,90.87332443425312,0.05875066091330784,146.8766522832696,0.048606661906693535,121.51665476673384
50,24.94949494949495,0.035181556390160205,87.95389097540051,0.056863213235258954,142.1580330881474,0.04704510447521424,117.6127611880356
50,25.353535353535353,0.0340691667403261,85.17291685081524,0.05506528112680614,137.66320281701536,0.04555760668764537,113.89401671911342
50,25.757575757575758,0.03300871316889327,82.52178292223317,0.05335129221483913,133.3782305370978,0.044139558307241006,110.34889576810251
50,26.161616161616163,0.031997012176432735,79.99253044108184,0.05171610107586221,129.29025268965555,0.04278670232895075,106.96675582237688
50,26.565656565656564,0.03103112049917282,77.57780124793204,0.05015495057424445,125.38737643561112,0.04149510299307994,103.73775748269985
50,26.96969696969697,0.03010831367822924,75.2707841955731,0.04866343722411471,121.65859306028678,0.04026111712786468,100.65279281966171
50,27.373737373737377,0.029226066826531283,73.0651670663282,0.04723748010334708,118.0937002583677,0.03908136843082672,97.70342107706679
50,27.777777777777775,0.028382037339600458,70.95509334900115,0.045873292909354234,114.68323227338558,0.037952724349465734,94.88181087366434
50,28.181818181818183,0.027574049328853482,68.9351233221337,0.04456735879896087,111.41839699740218,0.03687227526532734,92.18068816331835
50,28.58585858585859,0.02680007958405379,67.00019896013447,0.04331640769980787,108.29101924951968,0.035837315722862625,89.59328930715657
50,28.98989898989899,0.026058244895619524,65.14561223904882,0.04211739581966412,105.29348954916031,0.034845327476700536,87.11331869175135
50,29.393939393939394,0.02534679058829353,63.366976470733825,0.04096748711363722,102.41871778409305,0.033893964158764604,84.73491039691152
50,29.797979797979796,0.024664080135676933,61.66020033919233,0.03986403649836156,99.6600912459039,0.032981037390730786,82.45259347682696
50,30.2020202020202,0.02400858574073315,60.021464351832876,0.03880457462746405,97.01143656866012,0.03210450418818968,80.2612604704742
50,30.60606060606061,0.023378879780928712,58.44719945232178,0.03778679406452432,94.4669851613108,0.03126245552100933,78.15613880252332
50,31.010101010101007,0.022773627028480774,56.934067571201936,0.036808536708823586,92.02134177205896,0.030453105910177785,76.13276477544446
50,31.414141414141415,0.022191577566477647,55.47894391619412,0.03586778234581853,89.66945586454632,0.0296747839551736,74.186959887934
50,31.81818181818182,0.021631560330635263,54.07890082658816,0.03496263820881747,87.40659552204367,0.02892592369794251,72.31480924485628
50,32.22222222222222,0.021092477214328522,52.731193035821306,0.03409132945106587,85.22832362766468,0.028205056740090467,70.51264185022617
50,32.62626262626263,0.020573297681443167,51.43324420360791,0.03325219043861164,83.13047609652911,0.027510805039139125,68.77701259784781
50,33.03030303030303,0.020073053837661295,50.182634594153235,0.03244365678412699,81.10914196031747,0.0268418743178029,67.10468579450725
50,33.43434343434343,0.019590835916131512,48.977089790328776,0.03166425805049163,79.16064512622908,0.026197048027385164,65.49262006846291
50,33.83838383838384,0.0191257881381803,47.814470345450744,0.030912611060547233,77.28152765136808,0.02557518181268296,63.937954531707405
50,34.24242424242424,0.018677104913873744,46.69276228468436,0.03018741375614478,75.46853439036195,0.024975198431342802,62.437996078357
50,34.64646464646465,0.018244027350910626,45.61006837727657,0.0294874395555416,73.718598888854,0.024396083085520028,60.99020771380007
50,35.05050505050505,0.017825840043578838,44.5646001089471,0.02881153216345882,72.02883040864705,0.023836879128041468,59.59219782010367
50,35.45454545454545,0.01742186811638935,43.55467029097338,0.02815860079276884,70.3965019819221,0.023296684109125297,58.24171027281324
50,35.85858585858586,0.01703147449956187,42.578686248904674,0.027527615760919767,68.81903940229941,0.022774646133135058,56.93661533283765
50,36.26262626262626,0.01665405741581214,41.635143539530354,0.02691760442788242,67.29401106970606,0.022269960497888333,55.674901244720836
50,36.666666666666664,0.016289048059917616,40.72262014979404,0.0263276474456808,65.819118614202,0.021781866591750302,54.45466647937575
50,37.07070707070707,0.015935908454345078,39.83977113586269,0.02575687529248798,64.39218823121995,0.02130964502615912,53.27411256539779
50,37.474747474747474,0.0155941294658371,38.98532366459275,0.025204465066876246,63.01116266719062,0.020852614983386822,52.13153745846706
50,37.87878787878788,0.015263228969296244,38.15807242324061,0.024669637520141608,61.67409380035402,0.020410131761268234,51.02532940317059
50,38.282828282828284,0.014942750146596611,37.35687536649153,0.024151654306708483,60.379135766771206,0.019981584498355937,49.95396124588984
50,38.686868686868685,0.014632259909108962,36.580649772772404,0.02364981543449007,59.12453858622518,0.019566394064506172,48.91598516126543
50,39.09090909090909,0.014331347433763223,35.828368584408054,0.023163456898756842,57.90864224689211,0.019164011103288033,47.91002775822008
50,39.494949494949495,0.01403962280340451,35.099057008511274,0.022691948484572406,56.72987121143102,0.01877391421385487,46.93478553463718
50,39.898989898989896,0.013756715743036595,34.391789357591485,0.022234691724210314,55.58672931052578,0.01839560826103731,45.989020652593275
50,40.303030303030305,0.01348227444430176,33.7056861107544,0.021791117997185406,54.47779499296352,0.018028622803426774,45.071557008566934
50,40.707070707070706,0.013215964471225639,33.039911178064095,0.02136068676163214,53.40171690408035,0.01767251063012731,44.18127657531828
50,41.111111111111114,0.012957467740869455,32.39366935217364,0.020942883906754122,52.357209766885305,0.017326846397674272,43.31711599418568
50,41.515151515151516,0.01270648157308614,31.76620393271535,0.020537220216964813,51.34305054241203,0.016991225359359374,42.47806339839843
50,41.91919191919192,0.012462717804077716,31.15679451019429,0.02014322993914887,50.358074847872174,0.016665262179871364,41.66315544967841
50,42.323232323232325,0.012225901958904793,30.564754897261984,0.019760469445206586,49.40117361301647,0.016348589828768037,40.87147457192009
50,42.727272727272734,0.011995772478509822,29.989431196274555,0.01938851598270774,48.47128995676935,0.01604085854684453,40.102146367111324
50,43.131313131313135,0.011772079997187965,29.430199992969914,0.01902696650708288,47.567416267707195,0.015741734879960653,39.354337199901636
50,43.535353535353536,0.011554586666777656,28.88646666694414,0.01867543658932668,46.688591473316706,0.015450900775342216,38.62725193835554
50,43.93939393939394,0.011343065524150006,28.357663810375016,0.018333559393684314,45.833898484210785,0.015168052735781985,37.92013183945496
50,44.343434343434346,0.011137299898855259,27.84324974713815,0.018000984720242804,45.00246180060701,0.014892901027539011,37.23225256884753
50,44.747474747474755,0.010937082858038941,27.342707145097354,0.017677378107760617,44.19344526940154,0.014625168938075328,36.56292234518832
50,45.15151515151515,0.010742216685971527,26.855541714928815,0.017362419992442354,43.40604998110589,0.014364592080078205,35.91148020019551
50,45.55555555555556,0.010552512395746748,26.38128098936687,0.017055804918706955,42.639512296767386,0.01411091773849856,35.2772943462464
50,45.959595959595966,0.010367789270896191,25.91947317724048,0.016757240798308964,41.89310199577241,0.013863904257593746,34.65976064398436
50,46.36363636363637,0.010187874434843602,25.469686087109004,0.01646644821445652,41.1661205361413,0.01362332046519784,34.0583011629946
50,46.76767676767677,0.010012602446283204,25.03150611570801,0.016183159767829833,40.45789941957458,0.013388945131657774,33.47236282914444
50,47.17171717171718,0.00984181491871339,24.604537296783473,0.01590711946164141,39.76779865410352,0.013160566461070231,32.90141615267558
50,47.57575757575758,0.009675360162491535,24.188400406228837,0.015638082123096784,39.095205307741956,0.01293798161263403,32.344954031585075
50,47.979797979797986,0.00951309284789932,23.7827321197483,0.015375812858814019,38.439532147035045,0.012720996250097929,31.802490625244822
50,48.38383838383838,0.009354873687820767,23.38718421955192,0.015120086541942869,37.80021635485717,0.012509424117434748,31.27356029358687
50,48.78787878787879,0.009200569138739009,23.00142284684752,0.01487068732889212,37.1767183222303,0.012303086639011465,30.757716597528663
50,49.1919191919192,0.009050051118853155,22.625127797132887,0.014627408203727777,36.56852050931944,0.012101812542652477,30.25453135663119
50,49.5959595959596,0.008903196742204009,22.25799185551002,0.014390050548446016,35.97512637111504,0.011905437504110012,29.76359376027503
50,50.0,0.008759888067777917,21.899720169444794,0.014158423737455008,35.39605934363752,0.011713803811563495,29.28450952890874
100,10.0,0.21899720169444797,2189.97201694448,0.35396059343637526,3539.6059343637526,0.2928450952890874,2928.4509528908743
100,10.404040404040405,0.20231799168699066,2023.1799168699067,0.3270023354010663,3270.0233540106633,0.2705415005116736,2705.4150051167358
100,10.808080808080808,0.1874741526602572,1874.7415266025719,0.3030105490671599,3030.105490671599,0.25069218088290207,2506.921808829021
100,11.212121212121211,0.1742059551828005,1742.059551828005,0.2815654391908055,2815.654391908055,0.23294982379095416,2329.498237909542
100,11.616161616161616,0.1622980396073561,1622.9803960735608,0.262318924481657,2623.18924481657,0.21702644831216222,2170.264483121622
100,12.02020202020202,0.1515706216938976,1515.706216938976,0.2449804234354857,2449.8042343548573,0.20268164528835148,2026.8164528835148
100,12.424242424242424,0.1418726666539285,1418.7266665392851,0.22930582168483796,2293.0582168483797,0.18971344959536954,1897.1344959536955
100,12.828282828282827,0.13307654372913913,1330.7654372913912,0.21508883230639933,2150.888323063993,0.17795119219594188,1779.5119219594187
100,13.232323232323232,0.12507380536141743,1250.7380536141743,0.2021541737818259,2021.541737818259,0.1672498560065466,1672.4985600654659
100,13.636363636363637,0.11777182846679202,1177.7182846679202,0.19035214135911735,1903.5214135911735,0.15748558457768702,1574.8558457768702
100,14.04040404040404,0.11109112229218386,1110.9112229218385,0.1795542557978321,1795.542557978321,0.14855208213489704,1485.5208213489705
100,14.444444444444445,0.10496315584171768,1049.6315584171768,0.1696497518837065,1696.4975188370652,0.14035770839299458,1403.5770839299457
100,14.84848484848485,0.09932859335495786,993.2859335495787,0.16054272646905982,1605.4272646905981,0.1328231190211646,1328.231190211646
100,15.252525252525254,0.09413585254187466,941.3585254187466,0.15214980817814627,1521.4980817814628,0.12587933770134405,1258.7933770134405
100,15.656565656565657,0.08933991982548532,893.3991982548532,0.14439824250863328,1443.9824250863328,0.11946617185966062,1194.661718596606
100,16.06060606060606,0.08490137153622423,849.0137153622424,0.1372243098085485,1372.243098085485,0.1135309037984394,1135.309037984394
100,16.464646464646467,0.08078556113543167,807.8556113543167,0.13057201160261633,1305.7201160261634,0.1080272038438912,1080.272038438912
100,16.86868686868687,0.07696194104511758,769.6194104511758,0.12439197447989937,1243.9197447989936,0.10291422349056423,1029.1422349056422
100,17.272727272727273,0.07340349419675403,734.0349419675402,0.11864053131800945,1186.4053131800945,0.09815583526310133,981.5583526310132
100,17.676767676767675,0.07008625547125827,700.8625547125827,0.11327894779656862,1132.7894779656863,0.09371999278133375,937.1999278133375
100,18.08080808080808,0.06698890714419914,669.8890714419914,0.10827276852376376,1082.7276852376376,0.08957818978584771,895.7818978584771
100,18.484848484848484,0.06409243554024557,640.9243554024557,0.10359126209411787,1035.9126209411786,0.08570500101311909,857.0500101311909
100,18.88888888888889,0.061379838537198216,613.7983853719821,0.09920694833337854,992.0694833337853,0.08207769106718367,820.7769106718367
100,19.29292929292929,0.058835875491551344,588.3587549155135,0.09509519410843766,950.9519410843766,0.07867588001777216,786.7588001777216
100,19.6969696969697,0.056446852697101486,564.4685269710149,0.09123386656857102,912.3386656857102,0.07548125651356595,754.8125651356595
100,20.1010101010101,0.05420043872142838,542.0043872142838,0.08760303467765751,876.0303467765751,0.07247733084842167,724.7733084842167
100,20.505050505050505,0.05208550495783165,520.8550495783165,0.08418471150161164,841.8471150161164,0.06964922174593768,696.4922174593769
100,20.909090909090914,0.05009198753313458,500.91987533134585,0.08096263101285707,809.6263101285707,0.06698347170128462,669.8347170128461
100,21.31313131313131,0.04821076736387962,482.1076736387962,0.07792205422766592,779.2205422766592,0.06446788659123438,644.6788659123438
100,21.71717171717172,0.04643356568539284,464.3356568539284,0.07504960035197217,750.4960035197216,0.06209139597465323,620.9139597465322
100,22.12121212121212,0.04475285281389638,447.5285281389638,0.07233309931548369,723.330993154837,0.05984393108834982,598.4393108834981
100,22.525252525252526,0.043161768260115516,431.61768260115514,0.06976146265297742,697.6146265297742,0.0577163180222475,577.163180222475
100,22.92929292929293,0.041654050608536636,416.54050608536636,0.06732457016961155,673.2457016961155,0.055700183953275736,557.0018395327573
100,23.333333333333332,0.040223975821429225,402.23975821429224,0.06501317022300772,650.1317022300772,0.05378787464493444,537.8787464493444
100,23.737373737373737,0.03886630283037184,388.66302830371836,0.0628187917839731,628.187917839731,0.0519723816917763,519.723816917763
100,24.141414141414145,0.03757622544786128,375.7622544786128,0.06073366671224092,607.3366671224092,0.050247278215163345,502.47278215163345
100,24.545454545454543,0.03634932977370125,363.4932977370125,0.05875066091330784,587.5066091330784,0.048606661906693535,486.06661906693535
100,24.94949494949495,0.035181556390160205,351.81556390160205,0.056863213235258954,568.6321323525896,0.04704510447521424,470.4510447521424
100,25.353535353535353,0.0340691667403261,340.69166740326096,0.05506528112680614,550.6528112680614,0.04555760668764537,455.5760668764537
100,25.757575757575758,0.03300871316889327,330.0871316889327,0.05335129221483913,533.5129221483912,0.044139558307241006,441.39558307241003
100,26.161616161616163,0.031997012176432735,319.97012176432736,0.05171610107586221,517.1610107586222,0.04278670232895075,427.86702328950753
100,26.565656565656564,0.03103112049917282,310.3112049917282,0.05015495057424445,501.54950574244447,0.04149510299307994,414.9510299307994
100,26.96969696969697,0.03010831367822924,301.0831367822924,0.04866343722411471,486.6343722411471,0.04026111712786468,402.61117127864685
100,27.373737373737377,0.029226066826531283,292.2606682653128,0.04723748010334708,472.3748010334708,0.03908136843082672,390.81368430826717
100,27.777777777777775,0.028382037339600458,283.8203733960046,0.045873292909354234,458.73292909354234,0.037952724349465734,379.52724349465734
100,28.181818181818183,0.027574049328853482,275.7404932885348,0.04456735879896087,445.67358798960873,0.03687227526532734,368.7227526532734
100,28.58585858585859,0.02680007958405379,268.0007958405379,0.04331640769980787,433.1640769980787,0.035837315722862625,358.37315722862627
100,28.98989898989899,0.026058244895619524,260.58244895619526,0.04211739581966412,421.17395819664125,0.034845327476700536,348.4532747670054
100,29.393939393939394,0.02534679058829353,253.4679058829353,0.04096748711363722,409.6748711363722,0.033893964158764604,338.93964158764607
100,29.797979797979796,0.024664080135676933,246.64080135676932,0.03986403649836156,398.6403649836156,0.032981037390730786,329.81037390730785
