Corriente (A),Diámetro (mm),Resistencia Cobre (Ohm),Pérdidas Cobre (W),Resistencia Aluminio (Ohm),Pérdidas Aluminio (W),Resistencia Oro (Ohm),Pérdidas Oro (W)
100,30.2020202020202,0.02400858574073315,240.0858574073315,0.03880457462746405,388.04574627464046,0.03210450418818968,321.0450418818968
100,30.60606060606061,0.023378879780928712,233.78879780928713,0.03778679406452432,377.8679406452432,0.03126245552100933,312.62455521009326
100,31.010101010101007,0.022773627028480774,227.73627028480774,0.036808536708823586,368.08536708823584,0.030453105910177785,304.5310591017778
100,31.414141414141415,0.022191577566477647,221.91577566477648,0.03586778234581853,358.6778234581853,0.0296747839551736,296.747839551736
100,31.81818181818182,0.021631560330635263,216.31560330635264,0.03496263820881747,349.6263820881747,0.02892592369794251,289.2592369794251
100,32.22222222222222,0.021092477214328522,210.92477214328522,0.03409132945106587,340.9132945106587,0.028205056740090467,282.0505674009047
100,32.62626262626263,0.020573297681443167,205.73297681443165,0.03325219043861164,332.52190438611643,0.027510805039139125,275.10805039139126
100,33.03030303030303,0.020073053837661295,200.73053837661294,0.03244365678412699,324.4365678412699,0.0268418743178029,268.418743178029
100,33.43434343434343,0.019590835916131512,195.9083591613151,0.03166425805049163,316.64258050491634,0.026197048027385164,261.97048027385165
100,33.83838383838384,0.0191257881381803,191.25788138180297,0.030912611060547233,309.1261106054723,0.02557518181268296,255.75181812682962
100,34.24242424242424,0.018677104913873744,186.77104913873745,0.03018741375614478,301.8741375614478,0.024975198431342802,249.751984313428
100,34.64646464646465,0.018244027350910626,182.44027350910628,0.0294874395555416,294.874395555416,0.024396083085520028,243.96083085520027
100,35.05050505050505,0.017825840043578838,178.2584004357884,0.02881153216345882,288.1153216345882,0.023836879128041468,238.36879128041468
100,35.45454545454545,0.01742186811638935,174.2186811638935,0.02815860079276884,281.5860079276884,0.023296684109125297,232.96684109125297
100,35.85858585858586,0.01703147449956187,170.3147449956187,0.027527615760919767,275.27615760919764,0.022774646133135058,227.7464613313506
100,36.26262626262626,0.01665405741581214,166.54057415812142,0.02691760442788242,269.17604427882424,0.022269960497888333,222.69960497888334
100,36.666666666666664,0.016289048059917616,162.89048059917616,0.0263276474456808,263.276474456808,0.021781866591750302,217.818665917503
100,37.07070707070707,0.015935908454345078,159.35908454345076,0.02575687529248798,257.5687529248798,0.02130964502615912,213.09645026159117
100,37.474747474747474,0.0155941294658371,155.941294658371,0.025204465066876246,252.04465066876247,0.020852614983386822,208.52614983386823
100,37.87878787878788,0.015263228969296244,152.63228969296244,0.024669637520141608,246.6963752014161,0.020410131761268234,204.10131761268235
100,38.282828282828284,0.014942750146596611,149.42750146596612,0.024151654306708483,241.51654306708483,0.019981584498355937,199.81584498355937
100,38.686868686868685,0.014632259909108962,146.32259909108961,0.02364981543449007,236.4981543449007,0.019566394064506172,195.66394064506173
100,39.09090909090909,0.014331347433763223,143.31347433763221,0.023163456898756842,231.63456898756843,0.019164011103288033,191.64011103288033
100,39.494949494949495,0.01403962280340451,140.3962280340451,0.022691948484572406,226.91948484572407,0.01877391421385487,187.73914213854871
100,39.898989898989896,0.013756715743036595,137.56715743036594,0.022234691724210314,222.34691724210313,0.01839560826103731,183.9560826103731
100,40.303030303030305,0.01348227444430176,134.8227444430176,0.021791117997185406,217.91117997185407,0.018028622803426774,180.28622803426774
100,40.707070707070706,0.013215964471225639,132.15964471225638,0.02136068676163214,213.6068676163214,0.01767251063012731,176.72510630127312
100,41.111111111111114,0.012957467740869455,129.57467740869455,0.020942883906754122,209.42883906754122,0.017326846397674272,173.2684639767427
100,41.515151515151516,0.01270648157308614,127.0648157308614,0.020537220216964813,205.37220216964812,0.016991225359359374,169.91225359359373
100,41.91919191919192,0.012462717804077716,124.62717804077715,0.02014322993914887,201.4322993914887,0.016665262179871364,166.65262179871365
100,42.323232323232325,0.012225901958904793,122.25901958904794,0.019760469445206586,197.60469445206587,0.016348589828768037,163.48589828768036
100,42.727272727272734,0.011995772478509822,119.95772478509822,0.01938851598270774,193.8851598270774,0.01604085854684453,160.4085854684453
100,43.131313131313135,0.011772079997187965,117.72079997187966,0.01902696650708288,190.26966507082878,0.015741734879960653,157.41734879960654
100,43.535353535353536,0.011554586666777656,115.54586666777656,0.01867543658932668,186.75436589326682,0.015450900775342216,154.50900775342217
100,43.93939393939394,0.011343065524150006,113.43065524150006,0.018333559393684314,183.33559393684314,0.015168052735781985,151.68052735781984
100,44.343434343434346,0.011137299898855259,111.3729989885526,0.018000984720242804,180.00984720242803,0.014892901027539011,148.9290102753901
100,44.747474747474755,0.010937082858038941,109.37082858038941,0.017677378107760617,176.77378107760617,0.014625168938075328,146.25168938075328
100,45.15151515151515,0.010742216685971527,107.42216685971526,0.017362419992442354,173.62419992442355,0.014364592080078205,143.64592080078205
100,45.55555555555556,0.010552512395746748,105.52512395746749,0.017055804918706955,170.55804918706954,0.01411091773849856,141.1091773849856
100,45.959595959595966,0.010367789270896191,103.67789270896192,0.016757240798308964,167.57240798308965,0.013863904257593746,138.63904257593745
100,46.36363636363637,0.010187874434843602,101.87874434843602,0.01646644821445652,164.6644821445652,0.01362332046519784,136.2332046519784
100,46.76767676767677,0.010012602446283204,100.12602446283204,0.016183159767829833,161.83159767829832,0.013388945131657774,133.88945131657775
100,47.17171717171718,0.00984181491871339,98.41814918713389,0.01590711946164141,159.0711946164141,0.013160566461070231,131.60566461070232
100,47.57575757575758,0.009675360162491535,96.75360162491535,0.015638082123096784,156.38082123096783,0.01293798161263403,129.3798161263403
100,47.979797979797986,0.00951309284789932,95.1309284789932,0.015375812858814019,153.75812858814018,0.012720996250097929,127.20996250097929
100,48.38383838383838,0.009354873687820767,93.54873687820768,0.015120086541942869,151.20086541942868,0.012509424117434748,125.09424117434747
100,48.78787878787879,0.009200569138739009,92.00569138739009,0.01487068732889212,148.7068732889212,0.012303086639011465,123.03086639011465
100,49.1919191919192,0.009050051118853155,90.50051118853155,0.014627408203727777,146.27408203727776,0.012101812542652477,121.01812542652476
100,49.5959595959596,0.008903196742204009,89.03196742204008,0.014390050548446016,143.90050548446015,0.011905437504110012,119.05437504110012
100,50.0,0.008759888067777917,87.59888067777918,0.014158423737455008,141.58423737455007,0.011713803811563495,117.13803811563496
200,10.0,0.21899720169444797,8759.88806777792,0.35396059343637526,14158.42373745501,0.2928450952890874,11713.803811563497
200,10.404040404040405,0.20231799168699066,8092.719667479627,0.3270023354010663,13080.093416042653,0.2705415005116736,10821.660020466943
200,10.808080808080808,0.1874741526602572,7498.9661064102875,0.3030105490671599,12120.421962686396,0.25069218088290207,10027.687235316083
200,11.212121212121211,0.1742059551828005,6968.23820731202,0.2815654391908055,11262.61756763222,0.23294982379095416,9317.992951638167
200,11.616161616161616,0.1622980396073561,6491.921584294243,0.262318924481657,10492.75697926628,0.21702644831216222,8681.057932486488
200,12.02020202020202,0.1515706216938976,6062.824867755904,0.2449804234354857,9799.216937419429,0.20268164528835148,8107.265811534059
200,12.424242424242424,0.1418726666539285,5674.9066661571405,0.22930582168483796,9172.232867393519,0.18971344959536954,7588.537983814782
200,12.828282828282827,0.13307654372913913,5323.061749165565,0.21508883230639933,8603.553292255972,0.17795119219594188,7118.047687837675
200,13.232323232323232,0.12507380536141743,5002.952214456697,0.2021541737818259,8086.166951273036,0.1672498560065466,6689.9942402618635
200,13.636363636363637,0.11777182846679202,4710.873138671681,0.19035214135911735,7614.085654364694,0.15748558457768702,6299.423383107481
200,14.04040404040404,0.11109112229218386,4443.644891687354,0.1795542557978321,7182.170231913284,0.14855208213489704,5942.083285395882
200,14.444444444444445,0.10496315584171768,4198.526233668707,0.1696497518837065,6785.990075348261,0.14035770839299458,5614.308335719783
200,14.84848484848485,0.09932859335495786,3973.1437341983146,0.16054272646905982,6421.7090587623925,0.1328231190211646,5312.924760846584
200,15.252525252525254,0.09413585254187466,3765.4341016749863,0.15214980817814627,6085.992327125851,0.12587933770134405,5035.173508053762
200,15.656565656565657,0.08933991982548532,3573.596793019413,0.14439824250863328,5775.929700345331,0.11946617185966062,4778.646874386424
200,16.06060606060606,0.08490137153622423,3396.0548614489694,0.1372243098085485,5488.97239234194,0.1135309037984394,4541.236151937576
200,16.464646464646467,0.08078556113543167,3231.4224454172668,0.13057201160261633,5222.880464104654,0.1080272038438912,4321.088153755648
200,16.86868686868687,0.07696194104511758,3078.477641804703,0.12439197447989937,4975.6789791959745,0.10291422349056423,4116.568939622569
200,17.272727272727273,0.07340349419675403,2936.139767870161,0.11864053131800945,4745.621252720378,0.09815583526310133,3926.233410524053
200,17.676767676767675,0.07008625547125827,2803.4502188503307,0.11327894779656862,4531.157911862745,0.09371999278133375,3748.79971125335
200,18.08080808080808,0.06698890714419914,2679.5562857679656,0.10827276852376376,4330.9107409505505,0.08957818978584771,3583.1275914339085
200,18.484848484848484,0.06409243554024557,2563.697421609823,0.10359126209411787,4143.650483764714,0.08570500101311909,3428.2000405247636
200,18.88888888888889,0.061379838537198216,2455.1935414879285,0.09920694833337854,3968.2779333351414,0.08207769106718367,3283.107642687347
200,19.29292929292929,0.058835875491551344,2353.435019662054,0.09509519410843766,3803.8077643375063,0.07867588001777216,3147.0352007108863
200,19.6969696969697,0.056446852697101486,2257.8741078840594,0.09123386656857102,3649.354662742841,0.07548125651356595,3019.250260542638
200,20.1010101010101,0.05420043872142838,2168.0175488571354,0.08760303467765751,3504.1213871063005,0.07247733084842167,2899.093233936867
200,20.505050505050505,0.05208550495783165,2083.420198313266,0.08418471150161164,3367.3884600644656,0.06964922174593768,2785.9688698375076
200,20.909090909090914,0.05009198753313458,2003.6795013253834,0.08096263101285707,3238.505240514283,0.06698347170128462,2679.3388680513845
200,21.31313131313131,0.04821076736387962,1928.4306945551848,0.07792205422766592,3116.882169106637,0.06446788659123438,2578.715463649375
200,21.71717171717172,0.04643356568539284,1857.3426274157137,0.07504960035197217,3001.9840140788865,0.06209139597465323,2483.655838986129
200,22.12121212121212,0.04475285281389638,1790.1141125558552,0.07233309931548369,2893.323972619348,0.05984393108834982,2393.7572435339926
200,22.525252525252526,0.043161768260115516,1726.4707304046206,0.06976146265297742,2790.458506119097,0.0577163180222475,2308.6527208899
200,22.92929292929293,0.041654050608536636,1666.1620243414654,0.06732457016961155,2692.982806784462,0.055700183953275736,2228.0073581310294
200,23.333333333333332,0.040223975821429225,1608.959032857169,0.06501317022300772,2600.5268089203087,0.05378787464493444,2151.5149857973774
200,23.737373737373737,0.03886630283037184,1554.6521132148735,0.0628187917839731,2512.751671358924,0.0519723816917763,2078.895267671052
200,24.141414141414145,0.03757622544786128,1503.0490179144513,0.06073366671224092,2429.3466684896366,0.050247278215163345,2009.8911286065338
200,24.545454545454543,0.03634932977370125,1453.97319094805,0.05875066091330784,2350.0264365323137,0.048606661906693535,1944.2664762677414
200,24.94949494949495,0.035181556390160205,1407.2622556064082,0.056863213235258954,2274.5285294103583,0.04704510447521424,1881.8041790085697
200,25.353535353535353,0.0340691667403261,1362.7666696130439,0.05506528112680614,2202.6112450722458,0.04555760668764537,1822.3042675058148
200,25.757575757575758,0.03300871316889327,1320.3485267557307,0.05335129221483913,2134.051688593565,0.044139558307241006,1765.5823322896401
200,26.161616161616163,0.031997012176432735,1279.8804870573094,0.05171610107586221,2068.6440430344887,0.04278670232895075,1711.4680931580301
200,26.565656565656564,0.03103112049917282,1241.2448199669127,0.05015495057424445,2006.1980229697779,0.04149510299307994,1659.8041197231976
200,26.96969696969697,0.03010831367822924,1204.3325471291696,0.04866343722411471,1946.5374889645884,0.04026111712786468,1610.4446851145874
200,27.373737373737377,0.029226066826531283,1169.0426730612512,0.04723748010334708,1889.4992041338833,0.03908136843082672,1563.2547372330687
200,27.777777777777775,0.028382037339600458,1135.2814935840183,0.045873292909354234,1834.9317163741694,0.037952724349465734,1518.1089739786294
200,28.181818181818183,0.027574049328853482,1102.9619731541393,0.04456735879896087,1782.694351958435,0.03687227526532734,1474.8910106130936
200,28.58585858585859,0.02680007958405379,1072.0031833621515,0.04331640769980787,1732.6563079923149,0.035837315722862625,1433.492628914505
200,28.98989898989899,0.026058244895619524,1042.329795824781,0.04211739581966412,1684.695832786565,0.034845327476700536,1393.8130990680215
200,29.393939393939394,0.02534679058829353,1013.8716235317412,0.04096748711363722,1638.6994845454888,0.033893964158764604,1355.7585663505843
200,29.797979797979796,0.024664080135676933,986.5632054270773,0.03986403649836156,1594.5614599344624,0.032981037390730786,1319.2414956292314
200,30.2020202020202,0.02400858574073315,960.343429629326,0.03880457462746405,1552.1829850985619,0.03210450418818968,1284.1801675275872
200,30.60606060606061,0.023378879780928712,935.1551912371485,0.03778679406452432,1511.4717625809728,0.03126245552100933,1250.498220840373
200,31.010101010101007,0.022773627028480774,910.945081139231,0.036808536708823586,1472.3414683529434,0.030453105910177785,1218.1242364071113
200,31.414141414141415,0.022191577566477647,887.6631026591059,0.03586778234581853,1434.7112938327411,0.0296747839551736,1186.991358206944
200,31.81818181818182,0.021631560330635263,865.2624132254106,0.03496263820881747,1398.5055283526988,0.02892592369794251,1157.0369479177004
200,32.22222222222222,0.021092477214328522,843.6990885731409,0.03409132945106587,1363.6531780426349,0.028205056740090467,1128.2022696036188
200,32.62626262626263,0.020573297681443167,822.9319072577266,0.03325219043861164,1330.0876175444657,0.027510805039139125,1100.432201565565
200,33.03030303030303,0.020073053837661295,802.9221535064518,0.03244365678412699,1297.7462713650796,0.0268418743178029,1073.674972712116
200,33.43434343434343,0.019590835916131512,783.6334366452604,0.03166425805049163,1266.5703220196654,0.026197048027385164,1047.8819210954066
200,33.83838383838384,0.0191257881381803,765.0315255272119,0.030912611060547233,1236.5044424218893,0.02557518181268296,1023.0072725073185
200,34.24242424242424,0.018677104913873744,747.0841965549498,0.03018741375614478,1207.4965502457912,0.024975198431342802,999.007937253712
200,34.64646464646465,0.018244027350910626,729.7610940364251,0.0294874395555416,1179.497582221664,0.024396083085520028,975.8433234208011
200,35.05050505050505,0.017825840043578838,713.0336017431536,0.02881153216345882,1152.4612865383529,0.023836879128041468,953.4751651216587
200,35.45454545454545,0.01742186811638935,696.874724655574,0.02815860079276884,1126.3440317107536,0.023296684109125297,931.8673643650119
200,35.85858585858586,0.01703147449956187,681.2589799824748,0.027527615760919767,1101.1046304367906,0.022774646133135058,910.9858453254024
200,36.26262626262626,0.01665405741581214,666.1622966324857,0.02691760442788242,1076.704177115297,0.022269960497888333,890.7984199155334
200,36.666666666666664,0.016289048059917616,651.5619223967046,0.0263276474456808,1053.105897827232,0.021781866591750302,871.274663670012
200,37.07070707070707,0.015935908454345078,637.436338173803,0.02575687529248798,1030.2750116995192,0.02130964502615912,852.3858010463647
200,37.474747474747474,0.0155941294658371,623.765178633484,0.025204465066876246,1008.1786026750499,0.020852614983386822,834.1045993354729
200,37.87878787878788,0.015263228969296244,610.5291587718498,0.024669637520141608,986.7855008056644,0.020410131761268234,816.4052704507294
200,38.282828282828284,0.014942750146596611,597.7100058638645,0.024151654306708483,966.0661722683393,0.019981584498355937,799.2633799342375
200,38.686868686868685,0.014632259909108962,585.2903963643585,0.02364981543449007,945.9926173796028,0.019566394064506172,782.6557625802469
200,39.09090909090909,0.014331347433763223,573.2538973505289,0.023163456898756842,926.5382759502737,0.019164011103288033,766.5604441315213
200,39.494949494949495,0.01403962280340451,561.5849121361804,0.022691948484572406,907.6779393828963,0.01877391421385487,750.9565685541949
200,39.898989898989896,0.013756715743036595,550.2686297214638,0.022234691724210314,889.3876689684125,0.01839560826103731,735.8243304414924
200,40.303030303030305,0.01348227444430176,539.2909777720704,0.021791117997185406,871.6447198874163,0.018028622803426774,721.144912137071
200,40.707070707070706,0.013215964471225639,528.6385788490255,0.02136068676163214,854.4274704652856,0.01767251063012731,706.9004252050925
200,41.111111111111114,0.012957467740869455,518.2987096347782,0.020942883906754122,837.7153562701649,0.017326846397674272,693.0738559069708
200,41.515151515151516,0.01270648157308614,508.2592629234456,0.020537220216964813,821.4888086785925,0.016991225359359374,679.6490143743749
200,41.91919191919192,0.012462717804077716,498.5087121631086,0.02014322993914887,805.7291975659548,0.016665262179871364,666.6104871948546
200,42.323232323232325,0.012225901958904793,489.03607835619175,0.019760469445206586,790.4187778082635,0.016348589828768037,653.9435931507214
200,42.727272727272734,0.011995772478509822,479.8308991403929,0.01938851598270774,775.5406393083096,0.01604085854684453,641.6343418737812
200,43.131313131313135,0.011772079997187965,470.88319988751863,0.01902696650708288,761.0786602833151,0.015741734879960653,629.6693951984262
200,43.535353535353536,0.011554586666777656,462.18346667110626,0.01867543658932668,747.0174635730673,0.015450900775342216,618.0360310136887
200,43.93939393939394,0.011343065524150006,453.72262096600025,0.018333559393684314,733.3423757473726,0.015168052735781985,606.7221094312794
200,44.343434343434346,0.011137299898855259,445.4919959542104,0.018000984720242804,720.0393888097121,0.014892901027539011,595.7160411015604
200,44.747474747474755,0.010937082858038941,437.48331432155766,0.017677378107760617,707.0951243104247,0.014625168938075328,585.0067575230131
200,45.15151515151515,0.010742216685971527,429.68866743886105,0.017362419992442354,694.4967996976942,0.014364592080078205,574.5836832031282
200,45.55555555555556,0.010552512395746748,422.10049582986994,0.017055804918706955,682.2321967482782,0.01411091773849856,564.4367095399424
200,45.959595959595966,0.010367789270896191,414.7115708358477,0.016757240798308964,670.2896319323586,0.013863904257593746,554.5561703037498
200,46.36363636363637,0.010187874434843602,407.51497739374406,0.01646644821445652,658.6579285782608,0.01362332046519784,544.9328186079136
200,46.76767676767677,0.010012602446283204,400.50409785132814,0.016183159767829833,647.3263907131933,0.013388945131657774,535.557805266311
200,47.17171717171718,0.00984181491871339,393.67259674853557,0.01590711946164141,636.2847784656564,0.013160566461070231,526.4226584428093
200,47.57575757575758,0.009675360162491535,387.0144064996614,0.015638082123096784,625.5232849238713,0.01293798161263403,517.5192645053612
200,47.979797979797986,0.00951309284789932,380.5237139159728,0.015375812858814019,615.0325143525607,0.012720996250097929,508.83985000391715
200,48.38383838383838,0.009354873687820767,374.1949475128307,0.015120086541942869,604.8034616777147,0.012509424117434748,500.3769646973899
200,48.78787878787879,0.009200569138739009,368.02276554956035,0.01487068732889212,594.8274931556848,0.012303086639011465,492.1234655604586
200,49.1919191919192,0.009050051118853155,362.0020447541262,0.014627408203727777,585.0963281491111,0.012101812542652477,484.07250170609905
200,49.5959595959596,0.008903196742204009,356.12786968816033,0.014390050548446016,575.6020219378406,0.011905437504110012,476.21750016440046
200,50.0,0.008759888067777917,350.3955227111167,0.014158423737455008,566.3369494982003,0.011713803811563495,468.5521524625398
